Lebanon,Open Data Lebanon | Internet Society,http://www.internetsociety.org/open-data-lebanon,"Open Data Lebanon. Project Organizer: Nabil Bou-Khaled. Lebanon Chapter. 
Start date: November 2015. This project aims to host and manage the ..."
Lebanon,Open Data Lebanon - Internet Society,https://www.internetsociety.org/sites/default/files/ISOC-LB-OD-InterimReport-20160630%5B4%5D.pdf,"27 Jun 2016 ... ISOC Lebanon chapter has started advocating about open data, ... Open Data in 
Lebanon and entice Government agencies to publish their."
Lebanon,Lebanon | Global Open Data Index by Open Knowledge,http://index.okfn.org/place/lebanon/,"The state of government open data in Lebanon. ... Lebanon is ranked #98 in the 
2015 Index. Lebanon's overall Index ranking is down from #85 in 2014 ..."
Lebanon,What is Open Data? - ArcGIS,http://data-lebanon.opendata.arcgis.com/,"Discover, explore, and download open data from City of Lebanon."
Lebanon,Lebanon | Data,http://data.worldbank.org/country/lebanon,"Lebanon from The World Bank: Data. ... Details. 1960 1980 2000 Billion 5 45 
Lebanon. Population, total. Details. 1960 1980 2000 Million 2.0 5.5 Lebanon."
Lebanon,Open Data Lebanon | Facebook,https://www.facebook.com/opendatalebanon/,"Open Data Lebanon. 219 likes. The Open Data Lebanon is a national initiative 
launched by the Lebanese Chapter of the Internet Society to promote..."
Lebanon,Open Data Lebanon Workshop - Facebook,https://www.facebook.com/events/520586294730979/,"The Open Data Lebanon is a national initiative launched by the Lebanese 
Chapter of the Internet Society to promote awareness on OPEN DATA. About the
 ..."
Lebanon,Open Data to Design Better Elections in Lebanon - Development Seed,https://www.developmentseed.org/blog/2014/06/23/open-data-lebanon/,"23 Jun 2014 ... With elections scheduled for late this year in Lebanon, lawmakers are 
considering proposals to reform the election law. Current debate on ..."
Lebanon,Lebanon and Arab Countries on the Global Open Data Index ...,https://blkbtrfli.wordpress.com/2014/12/12/lebanon-and-arab-countries-on-the-global-open-data-index/,"12 Dec 2014 ... The Global Open Data index currently features 97 ranks, of which Lebanon is #
85. Frankly I'm surprised Lebanon is on the list to start with, ..."
Lebanon,PressReader - The Daily Star (Lebanon): 2016-10-14 - Open data ...,https://www.pressreader.com/lebanon/the-daily-star-lebanon/20161014/281676844429565,"14 Oct 2016 ... Open data conference ... a reception held by the Lebanese Association of 
Intensive Care to commemorate the group's twelfth anniversary."
