Libya,Home - Libya Data Portal,http://libya.opendataforafrica.org/,"Al Wahah Al Butnan Al Marj Al Jabal al Akhdar Al Jabal al Gharbi Al Jufrah Al 
Jifarah Al Kufrah An Nuqat al Khams Az Zawiyah Al Marqab. Banghazi Darnah ..."
Libya,Libya | Data,http://data.worldbank.org/country/libya,"Libya from The World Bank: Data. ... 1960 1980 2000 Billion 30 80 Libya. 
Population, total. Details. 1960 1980 2000 Million 1.5 6.0 Libya. Gross enrollment 
ratio ..."
Libya,Libya — Places - Global Open Data Index: Survey,http://global.census.okfn.org/place/ly,"This is the overview page where you can see the state of open data across each 
key dataset. Dataset, Score, Breakdown, Last Updated, Location (URL) ..."
Libya,Libya / National Map | Global Open Data Index by Open Knowledge,http://index.okfn.org/place/libya/map/,The state of government open data in Libya for National Map in 2015.
Libya,Libya / Election Results | Global Open Data Index by Open Knowledge,http://index.okfn.org/place/libya/elections/,The state of government open data in Libya for Election Results in 2015.
Libya,Libya / Company Register | Global Open Data Index by Open ...,http://index.okfn.org/place/libya/companies/,The state of government open data in Libya for Company Register in 2015.
Libya,Open Government in Developing Countries: Libya | Open ...,https://www.opengovpartnership.org/blog/maraim-masoud-elbadri/2013/08/12/open-government-developing-countries-libya,"13 Aug 2013 ... Together with Open Data, this has introduced a new phase in government 
transparency, accountability, and citizen participation, particularly in ..."
Libya,ODIN Country profile Libya - Open Data Inventory,http://odin.opendatawatch.com/Report/countryProfile/LBY?appConfigId=3,"Summary scores for 2016. Summary scores are weighted averages across 
twenty categories and ten elements. Scores within categories and elements are ..."
Libya,"Libya OpenStreetMap Tiles, GeoData and OpenData Maps",https://openmaptiles.com/downloads/libya,"Libya Map Tiles. Bounds: 9.291081, 19.4008138, 25.4541226, 33.4512055. 
Downloads. OpenStreetMap Purchase Schema: v3.4. Planet time: 2017-01-23."
Libya,European Commission — DG DEVCO – development and ...,https://data.europa.eu/euodp/en/data/dataset/europeaid-iati-libya,"This vital task requires EuropeAid to deliver the EU's aid budget in an open and 
... For this reason, it publishes its data in the International Aid Transparency 
Initiative (IATI) ... DG DEVCO – development and humanitarian assistance to 
Libya ..."
